014025448X	0446672211	1
014025448X	0670889113	1
014025448X	0671888587	1
014025448X	068487217X	1
014025448X	0688177751	1
014025448X	0804106436	1
014028009X	155874262X	1
014028009X	1558744630	1
0140292683	0425124347	1
0140292683	0425153975	0.74740931868366
0140292683	0440211727	0.737209780774486
0140292683	0440214041	0.99975317783161
0140292683	0440220602	1
0140292683	0440221471	0.999687646408123
0140292683	044022165X	0.999375585327815
0140292683	0440224764	0.789230806590808
0140292683	044651652X	1
0140292683	0446602213	1
0140292683	0446606812	1
0140292683	0446608890	1
0140292683	0449219615	1
0140292683	0449223795	1
0140292683	0451181379	1
0140292683	0451201124	1
0140292683	0451408888	1
0140292683	0515116750	1
0140292683	0553281798	1
0140292683	0553576089	1
0140292683	0590409662	1
0140292683	0670878812	1
0140292683	0671001795	1
0140292683	067102423X	1
0140292683	0671510053	1
0140292683	0671670662	1
0140292683	0671695142	1
0140292683	0671695169	1
0140292683	0671708635	1
0140292683	0679772677	0.577350269189626
0140292683	068484267X	1
0140292683	068484477X	1
0140292683	0684862719	1
042511774X	0679441557	1
042511774X	0804108749	1
0425124347	0425153975	0.74740931868366
0425124347	0440211727	0.737209780774486
0425124347	0440214041	0.99975317783161
0425124347	0440220602	1
0425124347	0440221471	0.999687646408123
0425124347	044022165X	0.999375585327815
0425124347	0440224764	0.789230806590808
0425124347	044651652X	1
0425124347	0446602213	1
0425124347	0446606812	1
0425124347	0446608890	1
0425124347	0449219615	1
0425124347	0449223795	1
0425124347	0451181379	1
0425124347	0451201124	1
0425124347	0451408888	1
0425124347	0515116750	1
0425124347	0553281798	1
0425124347	0553576089	1
0425124347	0590409662	1
0425124347	0670878812	1
0425124347	0671001795	1
0425124347	067102423X	1
0425124347	0671510053	1
0425124347	0671670662	1
0425124347	0671695142	1
0425124347	0671695169	1
0425124347	0671708635	1
0425124347	0679772677	0.577350269189626
0425124347	068484267X	1
0425124347	068484477X	1
0425124347	0684862719	1
0425153975	0689807791	0.66436383882992
0425175405	0440214424	1
0425175405	0449134482	1
0425175405	0553579754	1
0425175405	0671741454	1
0425175405	0679450440	1
0440211263	0446605239	0.685188709827532
044021145X	0440224764	0.613846182903962
0440214041	0440220602	0.99975317783161
0440214041	0440221471	0.999440901335524
0440214041	044022165X	0.999128917278808
0440214041	0440224764	0.789036006931765
0440214041	044651652X	0.99975317783161
0440214041	0446602213	0.99975317783161
0440214041	0446606812	0.99975317783161
0440214041	0446608890	0.99975317783161
0440214041	0449219615	0.99975317783161
0440214041	0449223795	0.99975317783161
0440214041	0451181379	0.99975317783161
0440214041	0451201124	0.99975317783161
0440214041	0451408888	0.99975317783161
0440214041	0515116750	0.99975317783161
0440214041	0553281798	0.99975317783161
0440214041	0553576089	0.99975317783161
0440214041	0590409662	0.99975317783161
0440214041	0670878812	0.99975317783161
0440214041	0671001795	0.99975317783161
0440214041	067102423X	0.99975317783161
0440214041	0671510053	0.99975317783161
0440214041	0671670662	0.99975317783161
0440214041	0671695142	0.99975317783161
0440214041	0671695169	0.99975317783161
0440214041	0671708635	0.99975317783161
0440214041	0679772677	0.577207766344264
0440214041	068484267X	0.99975317783161
0440214041	068484477X	0.99975317783161
0440214041	0684862719	0.99975317783161
0440214424	0449134482	1
0440214424	0553579754	1
0440214424	0671741454	1
0440214424	0679450440	1
0440220602	0440221471	0.999687646408123
0440220602	044022165X	0.999375585327815
0440220602	0440224764	0.789230806590808
0440220602	044651652X	1
0440220602	0446602213	1
0440220602	0446606812	1
0440220602	0446608890	1
0440220602	0449219615	1
0440220602	0449223795	1
0440220602	0451181379	1
0440220602	0451201124	1
0440220602	0451408888	1
0440220602	0515116750	1
0440220602	0553281798	1
0440220602	0553576089	1
0440220602	0590409662	1
0440220602	0670878812	1
0440220602	0671001795	1
0440220602	067102423X	1
0440220602	0671510053	1
0440220602	0671670662	1
0440220602	0671695142	1
0440220602	0671695169	1
0440220602	0671708635	1
0440220602	0679772677	0.577350269189626
0440220602	068484267X	1
0440220602	068484477X	1
0440220602	0684862719	1
0440221471	044022165X	0.999063426774104
0440221471	0440224764	0.788984287513549
0440221471	044651652X	0.999687646408123
0440221471	0446602213	0.999687646408123
0440221471	0446606812	0.999687646408123
0440221471	0446608890	0.999687646408123
0440221471	0449219615	0.999687646408123
0440221471	0449223795	0.999687646408123
0440221471	0451181379	0.999687646408123
0440221471	0451201124	0.999687646408123
